Name,Formula,Class,TC,DB,count,Molecular Weight,Sample,RT [min],Area
CerP(t17:1_18:2+2O),C35 H66 N O9 P,CerP,t35,3+2O,51,675.44533,Area: cbr_o72.raw (F8),3.978,309766.819555687
PI(18:0_18:3),C45 H81 O13 P,PI,36,03,49,860.53988,Area: cbr_o72.raw (F8),8.955,2387796.87630795
LPC(14:1),C22 H44 N O7 P,LPC,14,01,52,465.28412,Area: cbr_o72.raw (F8),1.645,206753.074921023
DG(34:3e),C37 H68 O4,DG,34,3e,38,576.5097,Area: cbr_o72.raw (F8),21.698,551524.226810833
PE(34:3e),C39 H74 N O7 P,PE,34,3e,52,699.51853,Area: cbr_o72.raw (F8),10.022,3360453.06654508
PC(38:2),C46 H88 N O8 P,PC,38,02,30,813.62198,Area: cbr_o72.raw (F8),14.424,928906.491405114
PS(26:2e),C32 H60 N O9 P,PS,26,2e,52,633.3989,Area: cbr_o72.raw (F8),4.021,303137.490601961
PG(18:3_18:2),C42 H73 O10 P,PG,36,05,52,768.4926,Area: cbr_o72.raw (F8),6.555,547900.049738527
PC(17:1_18:1),C43 H82 N O8 P,PC,35,02,4,771.57517,Area: cbr_o72.raw (F8),10.643,303078.064194544
CerP(t17:1_16:1+2O),C33 H64 N O9 P,CerP,t33,2+2O,51,649.42989,Area: cbr_o72.raw (F8),3.93,361204.76615979
PC(33:4),C41 H74 N O8 P,PC,33,04,44,739.51204,Area: cbr_o72.raw (F8),11.649,2127932.47496952
PE(8:0e_10:0),C23 H48 N O7 P,PE,18,0e,41,481.31638,Area: cbr_o72.raw (F8),3.054,2685974.01923064
PS(38:4),C44 H78 N O10 P,PS,38,04,52,811.53337,Area: cbr_o72.raw (F8),11.881,964831.799110468
PC(16:1_14:1),C38 H72 N O8 P,PC,30,02,33,701.49741,Area: cbr_o72.raw (F8),6.302,682543.531021196
PS(16:1_16:1),C38 H70 N O10 P,PS,32,02,52,731.47239,Area: cbr_o72.raw (F8),6.738,108574.951102237
Cer(d14:2_22:0),C36 H69 N O3,Cer,d36,2,41,563.5259,Area: cbr_o72.raw (F8),12.844,1378382.30107409
PS(36:4),C42 H74 N O10 P,PS,36,04,51,783.50252,Area: cbr_o72.raw (F8),9.766,1365598.13352929
PS(38:3e),C44 H82 N O9 P,PS,38,3e,52,799.56987,Area: cbr_o72.raw (F8),15.627,1157044.24523115
DG(34:5e),C37 H64 O4,DG,34,5e,46,572.47836,Area: cbr_o72.raw (F8),7.541,1530207.30721757
PS(16:1_18:2),C40 H72 N O10 P,PS,34,03,46,757.48783,Area: cbr_o72.raw (F8),7.023,100312.914885062
PS(18:1_20:2),C44 H80 N O10 P,PS,38,03,52,813.54918,Area: cbr_o72.raw (F8),14.183,880312.932620576
PS(18:1_20:4),C44 H76 N O10 P,PS,38,05,51,809.51665,Area: cbr_o72.raw (F8),10.129,1982954.16794752
PE(20:0_18:2),C43 H82 N O8 P,PE,38,02,29,771.57622,Area: cbr_o72.raw (F8),14.804,717237.503449023
Oleic acid,C18 H34 O2,NA,NA,NA,51,282.2554,Area: cbr_o72.raw (F8),3.138,126001.082131868
PS(36:3),C42 H76 N O10 P,PS,36,03,52,785.51813,Area: cbr_o72.raw (F8),11.652,1711244.04502679
PS(38:4e),C44 H80 N O9 P,PS,38,4e,52,797.55428,Area: cbr_o72.raw (F8),15.283,561897.615724307
PE(17:1_16:0),C38 H74 N O8 P,PE,33,01,8,703.51305,Area: cbr_o72.raw (F8),10.893,1230901.46487512
PS(33:0),C39 H76 N O10 P,PS,33,00,49,749.52033,Area: cbr_o72.raw (F8),7.383,599779.199958761
PE(8:1e_9:0),C22 H44 N O7 P,PE,17,1e,51,465.28449,Area: cbr_o72.raw (F8),2.675,249631.983425807
PS(24:1e),C30 H58 N O9 P,PS,24,1e,51,607.38327,Area: cbr_o72.raw (F8),4.014,103863.568189465
PS(38:5e),C44 H78 N O9 P,PS,38,5e,52,795.53864,Area: cbr_o72.raw (F8),12.394,769490.779084731
PS(38:6),C44 H74 N O10 P,PS,38,06,52,807.50175,Area: cbr_o72.raw (F8),8.792,1024774.29920618
PS(38:4e),C44 H80 N O9 P,PS,38,4e,52,797.55428,Area: cbr_o72.raw (F8),13.994,285449.978654061
PE(16:4_21:1),C42 H74 N O8 P,PE,37,05,28,751.51137,Area: cbr_o72.raw (F8),6.23,304140.897878588
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,51,801.63266,Area: cbr_o72.raw (F8),14.367,247978.450902476
LPC(17:0),C25 H52 N O7 P,LPC,17,00,35,509.34637,Area: cbr_o72.raw (F8),3.362,1084731.39171786
PS(33:2),C39 H72 N O10 P,PS,33,02,48,745.48765,Area: cbr_o72.raw (F8),4.339,322377.256497049
PC(9:0_9:0),C26 H52 N O8 P,PC,18,00,52,537.34147,Area: cbr_o72.raw (F8),1.813,88836.6108227388
PS(34:4),C40 H70 N O10 P,PS,34,04,52,755.47093,Area: cbr_o72.raw (F8),7.863,415463.672275581
PC(8:0_10:1),C26 H50 N O8 P,PC,18,01,52,535.32576,Area: cbr_o72.raw (F8),1.595,88676.5652502973
PE(6:0_12:1),C23 H44 N O8 P,PE,18,01,51,493.27912,Area: cbr_o72.raw (F8),1.628,76421.9022732162
LPC(12:0),C20 H42 N O7 P,LPC,12,00,52,439.26842,Area: cbr_o72.raw (F8),1.529,81873.4539096868
PA(60:0),C63 H125 O8 P,PA,60,00,51,1040.90858,Area: cbr_o72.raw (F8),18.747,41531.5931165323
PC(4:0_12:0),C24 H48 N O8 P,PC,16,00,51,509.30999,Area: cbr_o72.raw (F8),1.44,145324.090272629
PS(38:8),C44 H70 N O10 P,PS,38,08,52,803.47085,Area: cbr_o72.raw (F8),6.521,782413.587424428
LPC(20:1),C28 H56 N O7 P,LPC,20,01,52,549.37756,Area: cbr_o72.raw (F8),4.042,118709.010052503
PC(8:0e_8:0),C24 H50 N O7 P,PC,16,0e,2,495.33094,Area: cbr_o72.raw (F8),3.38,135127.81914107
Cer(d40:1),C40 H79 N O3,Cer,d40,1,44,621.604,Area: cbr_o72.raw (F8),17.452,43363.0165587917
PE(18:3_18:3),C41 H70 N O8 P,PE,36,06,7,735.48357,Area: cbr_o72.raw (F8),6.884,514683.282832271
PS(38:5),C44 H76 N O10 P,PS,38,05,34,809.51698,Area: cbr_o72.raw (F8),10.796,539585.441530006
PS(20:0e_12:0),C38 H76 N O9 P,PS,32,0e,44,721.52143,Area: cbr_o72.raw (F8),10.09,13535.8929120303
PE(18:0e_18:0),C41 H84 N O7 P,PE,36,0e,49,733.5972,Area: cbr_o72.raw (F8),17.085,267829.486451717
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,52,779.47327,Area: cbr_o72.raw (F8),7.142,548290.436235854
PE(9:0_24:2),C38 H72 N O8 P,PE,33,02,24,701.49915,Area: cbr_o72.raw (F8),8.973,58695.6903789558
PE(10:0e_6:0),C21 H44 N O7 P,PE,16,0e,23,453.28495,Area: cbr_o72.raw (F8),2.012,72162.6169242748
PE(8:0_10:0),C23 H46 N O8 P,PE,18,00,51,495.2949,Area: cbr_o72.raw (F8),1.883,48623.7815246012
PS(16:1_18:3),C40 H70 N O10 P,PS,34,04,52,755.47218,Area: cbr_o72.raw (F8),6.179,250217.294179393
PE(10:1e_10:0),C25 H50 N O7 P,PE,20,1e,51,507.33145,Area: cbr_o72.raw (F8),4.162,129025.402731825
PE(17:0e),C22 H46 N O7 P,PE,17,0e,45,467.30031,Area: cbr_o72.raw (F8),3.464,478630.154662896
LPC(16:2),C24 H46 N O7 P,LPC,16,02,49,491.29969,Area: cbr_o72.raw (F8),1.824,42043.3202453032
PG(18:3_18:3),C42 H71 O10 P,PG,36,06,51,766.4771,Area: cbr_o72.raw (F8),5.81,346555.441051163
PC(16:1),C24 H46 N O8 P,PC,16,01,31,507.29435,Area: cbr_o72.raw (F8),1.341,63665.4950958233
PC(8:1e_9:0),C25 H50 N O7 P,PC,17,1e,3,507.33106,Area: cbr_o72.raw (F8),2.73,370751.69993991
PE(37:3e),C42 H80 N O7 P,PE,37,3e,46,741.5645,Area: cbr_o72.raw (F8),8.941,47927.5240157035
PE(8:1e_10:1),C23 H44 N O7 P,PE,18,2e,37,477.28397,Area: cbr_o72.raw (F8),1.606,16749.5587433777
PS(16:1_18:2),C40 H72 N O10 P,PS,34,03,2,757.48691,Area: cbr_o72.raw (F8),7.39,225120.790334015
PS(38:6),C44 H74 N O10 P,PS,38,06,19,807.5004,Area: cbr_o72.raw (F8),8.552,52507.659875238
PI(16:0_14:1),C39 H73 O13 P,PI,30,01,6,780.47475,Area: cbr_o72.raw (F8),6.043,125845.174764172
PG(26:5),C32 H53 O10 P,PG,26,05,29,628.33643,Area: cbr_o72.raw (F8),3.882,22276.3893151803
PC(20:0_18:1),C46 H90 N O8 P,PC,38,01,4,815.64805,Area: cbr_o72.raw (F8),15.452,16543.0217777091
LPC(16:3),C24 H44 N O7 P,LPC,16,03,39,489.28395,Area: cbr_o72.raw (F8),1.541,18492.9958747997
PC(18:0_17:0),C43 H86 N O8 P,PC,35,00,3,775.61674,Area: cbr_o72.raw (F8),12.656,23481.0679150454
PC(8:0_22:3),C38 H70 N O8 P,PC,30,03,9,699.48185,Area: cbr_o72.raw (F8),6.236,43308.7912586326
Oleic acid,C18 H34 O2,NA,NA,NA,5,282.25542,Area: cbr_o72.raw (F8),3.898,17813.3566885123
PE(9:0_24:2),C38 H72 N O8 P,PE,33,02,3,701.49746,Area: cbr_o72.raw (F8),8.263,5223.98706742158
PC(16:1_18:1),C42 H80 N O8 P,PC,34,02,52,757.55939,Area: cbr_o81.raw (F9),9.268,418026066.362655
PC(16:1_16:1),C40 H76 N O8 P,PC,32,02,52,729.52826,Area: cbr_o81.raw (F9),7.528,251995338.243892
PE(16:1_18:1),C39 H74 N O8 P,PE,34,02,52,715.51311,Area: cbr_o81.raw (F9),9.693,205485866.052118
PC(18:0_18:2),C44 H84 N O8 P,PC,36,02,52,785.5906,Area: cbr_o81.raw (F9),11.319,155564657.929716
PC(16:0_16:1),C40 H78 N O8 P,PC,32,01,52,731.54394,Area: cbr_o81.raw (F9),9.116,227491880.746684
PC(16:0_18:1),C42 H82 N O8 P,PC,34,01,52,759.57513,Area: cbr_o81.raw (F9),11.175,207784360.959237
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,TG,48,01,49,804.71763,Area: cbr_o81.raw (F9),21.056,17582767.5923247
TG(16:1_16:1_16:0) +NH4,C51 H94 O6,TG,48,02,49,802.70214,Area: cbr_o81.raw (F9),20.595,27395528.4297647
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,TG,50,02,52,830.73307,Area: cbr_o81.raw (F9),21.021,8096.0424283472
PE(16:0_18:1),C39 H76 N O8 P,PE,34,01,52,717.52894,Area: cbr_o81.raw (F9),11.685,177621783.604495
PE(18:1_18:1),C41 H78 N O8 P,PE,36,02,52,743.54441,Area: cbr_o81.raw (F9),11.827,122834039.462448
PE(18:0_18:3),C41 H76 N O8 P,PE,36,03,52,741.52894,Area: cbr_o81.raw (F9),10.098,94181401.6282839
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,52,755.54391,Area: cbr_o81.raw (F9),7.879,51697149.6965219
PC(18:1_18:3),C44 H80 N O8 P,PC,36,04,52,781.55948,Area: cbr_o81.raw (F9),8.396,61428240.9092251
PE(16:1_16:1),C37 H70 N O8 P,PE,32,02,52,687.48206,Area: cbr_o81.raw (F9),7.856,56835116.2081571
PC(18:1_18:2),C44 H82 N O8 P,PC,36,03,52,783.57498,Area: cbr_o81.raw (F9),9.671,80279057.3601216
LPC(18:1),C26 H52 N O7 P,LPC,18,01,51,521.34616,Area: cbr_o81.raw (F9),3.023,22427389.0612539
PE(16:1_18:2),C39 H72 N O8 P,PE,34,03,52,713.49779,Area: cbr_o81.raw (F9),8.208,36386999.5756433
PE(16:0_16:1),C37 H72 N O8 P,PE,32,01,52,689.49767,Area: cbr_o81.raw (F9),9.55,71949041.0514722
LPC(16:1),C24 H48 N O7 P,LPC,16,01,52,493.31494,Area: cbr_o81.raw (F9),2.151,21312114.3318032
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,51,479.29985,Area: cbr_o81.raw (F9),3.141,12370099.8600841
PC(18:0_18:1),C44 H86 N O8 P,PC,36,01,39,787.60654,Area: cbr_o81.raw (F9),13.716,33000563.7363535
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,52,739.51327,Area: cbr_o81.raw (F9),8.773,56857194.1856615
PE(12:0p_24:0),C41 H82 N O7 P,PE,36,0p,52,731.58125,Area: cbr_o81.raw (F9),15.623,27924279.4444329
PE(18:0e_18:3),C41 H78 N O7 P,PE,36,3e,52,727.54987,Area: cbr_o81.raw (F9),12.386,39746856.5126906
PC(16:0_18:3),C42 H78 N O8 P,PC,34,03,50,755.54394,Area: cbr_o81.raw (F9),8.295,46053790.9048134
PE(18:0_18:1),C41 H80 N O8 P,PE,36,01,52,745.56043,Area: cbr_o81.raw (F9),14.175,40058772.9097116
PC(16:1_18:3),C42 H76 N O8 P,PC,34,04,52,753.52827,Area: cbr_o81.raw (F9),6.87,30368224.54818
PE(10:0p_6:0),C21 H42 N O7 P,PE,16,0p,52,451.2687,Area: cbr_o81.raw (F9),2.237,7151636.48252481
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,52,834.52418,Area: cbr_o81.raw (F9),8.036,17347221.650807202
PE(12:0p_22:0),C39 H78 N O7 P,PE,34,0p,52,703.54997,Area: cbr_o81.raw (F9),13.475,11198933.2513792
PC(16:1_14:0),C38 H74 N O8 P,PC,30,01,52,703.5128,Area: cbr_o81.raw (F9),7.396,22359517.104957
PE(18:0_18:3),C41 H76 N O8 P,PE,36,03,50,741.52901,Area: cbr_o81.raw (F9),10.816,30507882.5091301
PE(18:3_18:2),C41 H72 N O8 P,PE,36,05,52,737.49752,Area: cbr_o81.raw (F9),7.46,15788363.2463122
PE(18:0e_18:2),C41 H80 N O7 P,PE,36,2e,52,729.56553,Area: cbr_o81.raw (F9),14.008,9705740.10096593
LPC(18:2),C26 H50 N O7 P,LPC,18,02,51,519.33065,Area: cbr_o81.raw (F9),2.359,2021562.6347375
PE(18:0p_18:1),C41 H80 N O7 P,PE,36,1p,52,729.56563,Area: cbr_o81.raw (F9),15.278,23126883.4968407
PE(16:1_18:2),C39 H72 N O8 P,PE,34,03,50,713.49786,Area: cbr_o81.raw (F9),8.683,20795877.4006941
DG(16:0_18:1) +NH4,C37 H70 O5,DG,34,01,52,594.52022,Area: cbr_o81.raw (F9),15.198,3852647.41623064
PE(16:1_18:3),C39 H70 N O8 P,PE,34,04,52,711.48222,Area: cbr_o81.raw (F9),7.145,18776974.2595758
PC(18:0_16:0),C42 H84 N O8 P,PC,34,00,48,761.59081,Area: cbr_o81.raw (F9),13.53,10463799.5294845
PS(39:1),C45 H86 N O10 P,PS,39,01,52,831.59848,Area: cbr_o81.raw (F9),11.321,13016911.5486787
PE(18:2_18:2),C41 H74 N O8 P,PE,36,04,28,739.51326,Area: cbr_o81.raw (F9),8.565,2521291.69058623
PC(18:3_18:2),C44 H78 N O8 P,PC,36,05,51,779.54377,Area: cbr_o81.raw (F9),7.173,10641737.4805674
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,50,701.5334,Area: cbr_o81.raw (F9),11.02,34116308.7647535
PE(18:3_18:3),C41 H70 N O8 P,PE,36,06,52,735.4822,Area: cbr_o81.raw (F9),6.525,21377640.0794496
PE(8:1e_10:1),C23 H44 N O7 P,PE,18,2e,52,477.28441,Area: cbr_o81.raw (F9),2.477,2046244.02065594
LPC(16:0),C24 H50 N O7 P,LPC,16,00,49,495.33073,Area: cbr_o81.raw (F9),2.836,1839874.33658406
PI(16:0_16:1),C41 H77 O13 P,PI,32,01,52,808.50874,Area: cbr_o81.raw (F9),7.9,13310880.9434085
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,36,479.29981,Area: cbr_o81.raw (F9),3.341,5078736.36871203
TG(20:0e_16:1_18:1) +NH4,C57 H108 O5,TG,54,2e,52,872.81689,Area: cbr_o81.raw (F9),22.06,1645907.9021857
PG(16:0_18:2),C40 H75 O10 P,PG,34,02,52,746.50824,Area: cbr_o81.raw (F9),8.615,2024696.57499151
PI(16:0_18:1),C43 H81 O13 P,PI,34,01,52,836.53979,Area: cbr_o81.raw (F9),9.721,14692892.6158031
PC(18:0_18:3),C44 H82 N O8 P,PC,36,03,32,783.57499,Area: cbr_o81.raw (F9),10.366,16440517.3684739
PI(18:1_18:2),C45 H81 O13 P,PI,36,03,52,860.53964,Area: cbr_o81.raw (F9),8.388,4563393.51686241
DG(16:1_18:1) +NH4,C37 H68 O5,DG,34,02,51,592.5046,Area: cbr_o81.raw (F9),12.935,5255165.82938448
PC(18:3_18:3),C44 H76 N O8 P,PC,36,06,52,777.52829,Area: cbr_o81.raw (F9),6.298,4874968.25445334
PI(18:2_18:2),C45 H79 O13 P,PI,36,04,52,858.52418,Area: cbr_o81.raw (F9),7.337,8330922.16901535
PC(8:1e_9:0),C25 H50 N O7 P,PC,17,1e,50,507.33216,Area: cbr_o81.raw (F9),3.016,2439182.51555768
PC(17:1_18:1),C43 H82 N O8 P,PC,35,02,52,771.57522,Area: cbr_o81.raw (F9),10.279,9998814.86127202
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,52,701.53445,Area: cbr_o81.raw (F9),13.023,8365057.677932
DG(18:1_18:1) +NH4,C39 H72 O5,DG,36,02,51,620.53583,Area: cbr_o81.raw (F9),15.239,2583223.18261338
TG(18:0e_16:1_18:1) +NH4,C55 H104 O5,TG,52,2e,52,844.78549,Area: cbr_o81.raw (F9),21.823,2678406.58077041
PE(12:0p_6:0),C23 H46 N O7 P,PE,18,0p,52,479.30074,Area: cbr_o81.raw (F9),2.145,3311664.65167638
PI(18:0_18:2),C45 H83 O13 P,PI,36,02,52,862.55529,Area: cbr_o81.raw (F9),9.831,10514935.9670728
TG(18:0e_16:0_18:1) +NH4,C55 H106 O5,TG,52,1e,51,846.80124,Area: cbr_o81.raw (F9),22.098,1105696.41268853
PI(16:1_16:1),C41 H75 O13 P,PI,32,02,52,806.4932,Area: cbr_o81.raw (F9),6.586,5423053.09567563
PC(17:0_18:1),C43 H84 N O8 P,PC,35,01,52,773.59063,Area: cbr_o81.raw (F9),11.809,8993581.71511976
PG(16:0_16:1),C38 H73 O10 P,PG,32,01,52,720.49272,Area: cbr_o81.raw (F9),8.252,4129228.3244218
DG(16:0_16:1) +NH4,C35 H66 O5,DG,32,01,52,566.48902,Area: cbr_o81.raw (F9),12.858,3658900.69319258
LPC(16:0),C24 H50 N O7 P,LPC,16,00,51,495.33073,Area: cbr_o81.raw (F9),3.066,4827752.76379971
PA(40:0e),C43 H87 O7 P,PA,40,0e,14,746.61717,Area: cbr_o81.raw (F9),22.539,7832911.00536421
PE(16:1_20:1),C41 H78 N O8 P,PE,36,02,51,743.54409,Area: cbr_o81.raw (F9),8.395,4418442.64559798
PE(8:0e_10:3),C23 H42 N O7 P,PE,18,3e,52,475.26877,Area: cbr_o81.raw (F9),2.002,2339824.69271399
TG(18:0e_16:1_16:0) +NH4,C53 H102 O5,TG,50,1e,52,818.77009,Area: cbr_o81.raw (F9),21.847,908234.279395302
LPC(18:3),C26 H48 N O7 P,LPC,18,03,52,517.31521,Area: cbr_o81.raw (F9),1.938,1722781.92444811
PS(18:3_18:3),C42 H70 N O10 P,PS,36,06,52,779.47207,Area: cbr_o81.raw (F9),5.698,5287220.75966399
PC(20:0e_14:1),C42 H84 N O7 P,PC,34,1e,52,745.59614,Area: cbr_o81.raw (F9),13.02,3119576.02706497
PC(16:1_14:1),C38 H72 N O8 P,PC,30,02,49,701.49738,Area: cbr_o81.raw (F9),6.458,2209079.86164032
CerP(t38:1+O),C38 H76 N O8 P,CerP,t38,1+O,51,705.52849,Area: cbr_o81.raw (F9),8.936,5257346.16975364
PG(16:0_18:1),C40 H77 O10 P,PG,34,01,52,748.52412,Area: cbr_o81.raw (F9),10.087,1701187.12514468
PE(10:0e_6:0),C21 H44 N O7 P,PE,16,0e,51,453.28433,Area: cbr_o81.raw (F9),3.157,3096660.87649767
TG(16:1_18:2_18:1) +NH4,C55 H98 O6,TG,52,04,11,854.73345,Area: cbr_o81.raw (F9),20.793,107435.230354262
PS(18:1_18:2),C42 H76 N O10 P,PS,36,03,51,785.51831,Area: cbr_o81.raw (F9),8.59,3090463.89126431
PS(18:0_18:1),C42 H80 N O10 P,PS,36,01,52,789.55022,Area: cbr_o81.raw (F9),12.214,4702507.46744705
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,48,832.50871,Area: cbr_o81.raw (F9),6.871,1274346.97022115
PC(19:0_18:1),C45 H88 N O8 P,PC,37,01,52,801.62203,Area: cbr_o81.raw (F9),14.269,6261666.80778384
PE(20:0e_18:1),C43 H86 N O7 P,PE,38,1e,52,759.61232,Area: cbr_o81.raw (F9),17.192,2614452.75299535
PA(58:0),C61 H121 O8 P,PA,58,00,52,1012.87744,Area: cbr_o81.raw (F9),17.787,1087229.53988984
PG(18:1_18:2),C42 H77 O10 P,PG,36,03,52,772.52372,Area: cbr_o81.raw (F9),8.743,658489.361829799
DG(34:3e),C37 H68 O4,DG,34,3e,52,576.50967,Area: cbr_o81.raw (F9),21.382,241439.078631394
PC(32:2),C40 H76 N O8 P,PC,32,02,52,729.52955,Area: cbr_o81.raw (F9),10.707,3377460.19437101
DG(16:1_16:1) +NH4,C35 H64 O5,DG,32,02,46,564.47336,Area: cbr_o81.raw (F9),10.628,4845072.67667258
DG(32:3e),C35 H64 O4,DG,32,3e,52,548.47855,Area: cbr_o81.raw (F9),8.248,1996337.51412952
PC(16:1_17:0),C41 H80 N O8 P,PC,33,01,35,745.55946,Area: cbr_o81.raw (F9),9.657,7739632.91244382
PG(16:0_18:3),C40 H73 O10 P,PG,34,03,48,744.49265,Area: cbr_o81.raw (F9),7.157,523966.198130671
PE(20:0e_18:2),C43 H84 N O7 P,PE,38,2e,52,757.59645,Area: cbr_o81.raw (F9),16.086,2540090.7562467
DG(34:4e),C37 H66 O4,DG,34,4e,44,574.49403,Area: cbr_o81.raw (F9),8.05,3326611.68619609
PE(20:0e_18:3),C43 H82 N O7 P,PE,38,3e,52,755.58115,Area: cbr_o81.raw (F9),14.91,4503209.99582381
PS(16:0_18:1),C40 H76 N O10 P,PS,34,01,52,761.51878,Area: cbr_o81.raw (F9),9.984,4170394.85516405
PS(18:1_18:3),C42 H74 N O10 P,PS,36,04,52,783.50266,Area: cbr_o81.raw (F9),7.502,4381373.04016584
PS(16:1_18:1),C40 H74 N O10 P,PS,34,02,52,759.5028,Area: cbr_o81.raw (F9),8.222,5947091.41304377
PI(18:3_18:3),C45 H75 O13 P,PI,36,06,52,854.49286,Area: cbr_o81.raw (F9),5.592,2640901.00362342
PI(18:3_18:2),C45 H77 O13 P,PI,36,05,52,856.50853,Area: cbr_o81.raw (F9),6.3,817451.326548528
PE(20:0_18:1),C43 H84 N O8 P,PE,38,01,52,773.59143,Area: cbr_o81.raw (F9),16.165,3187816.51991018
PI(16:0_18:3),C43 H77 O13 P,PI,34,03,52,832.50866,Area: cbr_o81.raw (F9),7.224,3060621.91016907
PE(17:1_16:0),C38 H74 N O8 P,PE,33,01,51,703.51414,Area: cbr_o81.raw (F9),10.648,1378986.61895198
PE(20:1_18:1),C43 H82 N O8 P,PE,38,02,52,771.57627,Area: cbr_o81.raw (F9),14.148,2078885.29941118
DG(32:3e),C35 H64 O4,DG,32,3e,51,548.47844,Area: cbr_o81.raw (F9),20.599,160701.174872225
PA(36:0_22:0),C61 H121 O8 P,PA,58,00,51,1012.87736,Area: cbr_o81.raw (F9),17.006,440085.383976967
PG(16:1_16:1),C38 H71 O10 P,PG,32,02,52,718.47729,Area: cbr_o81.raw (F9),6.863,888545.503424703
TG(20:1e_16:1_18:1) +NH4,C57 H106 O5,TG,54,3e,44,870.8007,Area: cbr_o81.raw (F9),21.789,724565.670001085
PI(16:1_18:1),C43 H79 O13 P,PI,34,02,42,834.52463,Area: cbr_o81.raw (F9),8.256,3222587.81073242
TG(18:0e_16:1_16:1) +NH4,C53 H100 O5,TG,50,2e,51,816.7543,Area: cbr_o81.raw (F9),21.558,1355936.19752226
PI(18:0_18:1),C45 H85 O13 P,PI,36,01,52,864.57108,Area: cbr_o81.raw (F9),11.899,4600507.30922346
PE(20:2e_19:0),C44 H86 N O7 P,PE,39,2e,50,771.61153,Area: cbr_o81.raw (F9),13.506,602460.777449204
PC(36:1e),C44 H88 N O7 P,PC,36,1e,52,773.6272,Area: cbr_o81.raw (F9),15.351,1573479.46701096
PE(16:1_14:0),C35 H68 N O8 P,PE,30,01,52,661.46658,Area: cbr_o81.raw (F9),7.695,3010426.61465388
Cer(d16:1_20:0),C36 H71 N O3,Cer,d36,1,52,565.54168,Area: cbr_o81.raw (F9),13.964,2502345.40188456
PE(16:0e_16:1),C37 H74 N O7 P,PE,32,1e,52,675.51863,Area: cbr_o81.raw (F9),10.996,1307600.02130647
PC(18:2_14:1),C40 H74 N O8 P,PC,32,03,52,727.51294,Area: cbr_o81.raw (F9),6.722,2285423.99450934
PC(6:0_22:1),C36 H70 N O8 P,PC,28,01,52,675.48179,Area: cbr_o81.raw (F9),6.055,2221174.50378724
PC(16:0_12:0),C36 H72 N O8 P,PC,28,00,52,677.49737,Area: cbr_o81.raw (F9),7.272,1463575.24543829
DG(32:3e),C35 H64 O4,DG,32,3e,52,548.47856,Area: cbr_o81.raw (F9),7.901,2506200.47202724
PA(43:2),C46 H87 O8 P,PA,43,02,50,798.60949,Area: cbr_o81.raw (F9),8.596,5778245.94979254
PG(16:0_18:3),C40 H73 O10 P,PG,34,03,52,744.49252,Area: cbr_o81.raw (F9),7.546,1738037.33762249
PS(37:2),C43 H80 N O10 P,PS,37,02,34,801.55171,Area: cbr_o81.raw (F9),7.876,3123937.96311891
PG(18:1_18:3) +NH4,C42 H75 O10 P,PG,36,04,52,770.50816,Area: cbr_o81.raw (F9),7.644,640597.473080408
PG(18:1_18:1),C42 H79 O10 P,PG,36,02,52,774.53955,Area: cbr_o81.raw (F9),10.221,723626.842833439
PI(18:0_18:2),C45 H83 O13 P,PI,36,02,22,862.55613,Area: cbr_o81.raw (F9),10.238,985821.848276883
PS(16:1_20:4),C42 H72 N O10 P,PS,36,05,52,781.4874,Area: cbr_o81.raw (F9),6.441,876676.065326117
PI(16:1_18:3),C43 H75 O13 P,PI,34,04,52,830.49302,Area: cbr_o81.raw (F9),6.057,1056879.08210591
CerP(d21:2_18:0+O),C39 H76 N O7 P,CerP,d39,2+O,51,701.53416,Area: cbr_o81.raw (F9),11.466,988457.50035854
PE(16:0_23:0),C44 H88 N O8 P,PE,39,00,33,789.62215,Area: cbr_o81.raw (F9),15.812,1165876.78810156
Cer(d17:0_21:1),C38 H75 N O3,Cer,d38,1,52,593.57282,Area: cbr_o81.raw (F9),15.893,769101.630537864
PS(14:1e_19:1),C39 H74 N O9 P,PS,33,2e,52,731.50848,Area: cbr_o81.raw (F9),6.473,568303.357339476
TG(20:0e_16:0_18:1) +NH4,C57 H110 O5,TG,54,1e,44,874.83243,Area: cbr_o81.raw (F9),22.356,378060.642356866
PS(37:2),C43 H80 N O10 P,PS,37,02,39,801.55173,Area: cbr_o81.raw (F9),8.306,2752994.62506832
DG(36:5e),C39 H68 O4,DG,36,5e,52,600.50971,Area: cbr_o81.raw (F9),8.388,755529.337414498
PG(16:0_18:2),C40 H75 O10 P,PG,34,02,38,746.50937,Area: cbr_o81.raw (F9),8.367,619981.751482571
PC(18:0e_18:3),C44 H84 N O7 P,PC,36,3e,52,769.59575,Area: cbr_o81.raw (F9),11.887,2980761.45321477
